object_id,ra,decl,ddf,host_specz,host_photoz,host_photoz_error,mwebv,class,true_submodel,galactic,avg_g,avg_i,avg_r,avg_u,avg_y,avg_z,sigma,time_length
plasticc_000000615,349.0461,-61.9438,True,0.0,0.0,0.0,0.017,92,1,True,-419.78187322767155,-132.24364794860344,-168.9929689080248,-4.717097087241916,-53.759728451485444,-65.29494943364995,369.933850916614,1.49974262374384
plasticc_000000713,53.0859,-27.7844,True,1.818,1.6269999999999998,0.255,0.006999999999999999,88,1,False,-0.9064402951900936,-0.7675500286861592,-0.6882027900383036,-2.9062118147216003,-2.0232693683783403,-0.8534080878044872,4.260782253915666,29.462922708847
plasticc_000000730,33.5742,-6.5796,True,0.23199999999999998,0.226,0.016,0.021,42,2,False,0.06508971456117285,0.6596734170685878,0.2972221295803781,-0.08056381313652938,1.66243651011062,0.9112477707330959,11.930938872322889,155.99367656261558
plasticc_000000745,0.1899,-45.5867,True,0.304,0.281,1.1520000000000001,0.006999999999999999,90,1,False,0.8430686443165886,0.631372287956939,-0.036217775544485575,0.7653207714654465,2.738334099887528,0.6048068698313331,52.581153560746394,92.03582517803464
plasticc_000001124,352.7113,-63.8237,True,0.193,0.24100000000000002,0.018000000000000002,0.024,90,1,False,1.0873776295659505,0.7916610868477434,0.3830308123346913,0.6994697237435206,1.7440520634576124,1.5557346127491094,32.428303417227255,102.11880826673158
plasticc_000001227,35.6836,-5.3794,True,0.0,0.0,0.0,0.02,65,1,True,-0.025195389201557727,0.18457194090083728,0.07187894398071293,0.21305269367299384,-0.9411696008516537,0.950867497027192,0.94037657182419,611.6701521798802
plasticc_000001598,347.8467,-64.7609,True,0.135,0.182,0.03,0.019,90,1,False,0.10510639424673807,0.14973361016859732,0.004085905397734013,-0.0018553759311739082,-1.0889461345238818,0.7713944628235245,232.8766491803434,31.34985712405183
plasticc_000001632,348.5959,-63.0726,True,0.6859999999999999,0.701,0.01,0.021,42,3,False,0.053866601979981166,1.1895758296432613,0.4016451946667082,-0.17763862120128016,4.427828345538131,2.5895207990382225,5.0180649703408235,561.4496153603685
plasticc_000001920,149.4141,3.4338,True,0.309,0.32299999999999995,0.336,0.027000000000000003,90,1,False,0.45570536716472887,1.1282821785213277,0.14975080642016092,0.17257515345408203,1.2588006038057493,0.7335672984541111,61.67482463239878,34.64522745075375
plasticc_000001926,149.4141,1.9401,True,0.0,0.0,0.0,0.018000000000000002,65,1,True,-0.05723914569767685,0.43663543746388433,0.020804682256804374,0.5917228710297064,-0.7698301878461811,-0.34958252412486557,20.095719963435158,21.703086807790417
plasticc_000002072,0.9657,-46.3751,True,0.152,0.19,0.01,0.006999999999999999,90,1,False,1.028263058871806,1.1243395305308432,0.8596887510873792,0.2708156612183217,1.4749861330603622,1.0883074293153001,8.886265484553563,266.9501057585956
plasticc_000002103,346.5,-62.3204,True,0.17,0.541,0.228,0.02,42,2,False,0.017423365682532665,0.3459625071110852,-0.17157311720965374,0.32516578765287574,-0.16367920310100548,0.15479078164182347,52.82741043912489,27.508125177773433
plasticc_000002300,359.4467,-44.2015,True,0.23600000000000002,2.747,0.534,0.01,42,1,False,-0.13581618687357122,2.502527883183788,0.4080765712075709,0.1910403862729535,3.7988364163914383,2.403779917241227,11.089626020682317,596.0516783722659
plasticc_000002330,359.8052,-46.7685,True,0.45399999999999996,0.574,0.28300000000000003,0.011000000000000001,90,1,False,0.14163521449057392,1.1293864081156393,0.6002681579741348,0.07218859329176874,0.2346104356486598,1.3632362132593054,1.9263520897385022,163.76977752206056
plasticc_000002624,346.6552,-63.2605,True,0.0,0.0,0.0,0.019,65,1,True,0.3813782063465041,-0.5294891928821495,-0.1701119092462977,-0.1824205061053238,-1.1420619841864552,0.15091960096082957,1312.8918394193902,41.6249461545261
plasticc_000002677,53.9648,-28.631,True,0.0,0.0,0.0,0.009000000000000001,16,1,True,-1.3629839508365977,-3.036588572392918,-2.9208956310743703,-0.6352747599253603,-0.09365289297548385,-0.6530271224789701,30.377713679834294,2.927425507930467
plasticc_000002922,352.3987,-62.6967,True,0.154,0.147,0.009000000000000001,0.02,67,1,False,0.34176882501534545,0.32237875044917175,0.6725693996954571,1.0685710172241283,1.9213163598211338,1.3785979063748162,111.44867353861349,98.40056724103536
plasticc_000003041,346.1301,-63.0726,True,0.107,0.127,0.02,0.02,67,1,False,-0.17656564425545962,0.7045474938037382,0.3337116231114501,0.24487652766650791,2.4700597092345564,1.3444371907768216,5.937478185615391,114.21797692241013
plasticc_000003285,150.8203,1.6415,True,0.161,0.182,0.008,0.02,42,2,False,-0.3390805173693321,0.30418127736780676,-0.08974631432680957,0.2905912976508218,1.9748373660801297,-0.33747488747562704,25.2160140728816,11.224690376609383
plasticc_000003423,349.6154,-63.636,True,1.9880000000000002,1.121,0.159,0.018000000000000002,95,1,False,0.3488962735173815,1.3598037966659016,-0.07480562329244833,-0.6720697993931215,4.726290783457307,1.2328034440362048,7.933442948430865,151.5436900023743
